"","G37044","G37029","G36982","G36984","G37030","G36906","G36944","G36902","G37025","G36935","G36905","G36921","G37034","G37039","G37052","G37045","G37049","G36988","G37037","G37005","G37011","G37047","G37032","G36932","G37054","G36948","G36911","G36987","G37042","G37040","G37027","G37024","G37023","G37036","G37026","G37050","G36904","G36993","G36910","G36927","G37048","G37022","G35534","G35381","G35416","G35477","G35514","G35395","G35480","G35409","G35437","G35511","G35448","G35510","G35470","G35403","G35424","G35398","G35442","G35515","G35351","G35532","G35417","G35465","G35350","G35531","G35349","G35523","G35521","G35348","G35423","G35486","G35524","G35394","G35447","G35458","G35397","G35392","G35453","G35352","G35512","G35407","G35455","G35481","G35469","G35513","G35441","G35414","G35533","G35406","G35467","G35522","G35404","G35445","G36173","G36145","G36196","G36219","G36273","G36201","G36165","G36202","G36272","G36285","G36241","G36215","G36195","G36205","G36148","G36213","G36214","G36161","G36212","G36210","G36193","G36270","G36233","G36287","G36200","G36185","G36204","G36194","G36244","G36197","G36317","G36234","G36206","G36257","G36208","G36146","G36192","G36142","G36138","G36203","G36290","G36274","G36147","G36235","G36143","G36207","G36286","G36141","G36187","G36288","G36289","G36186","G36140","G36211","G36144","G36242","G36139","G36199","G36191","G36280","G36243","G36279","G36236","G36198","G36189","G36190","G36275","G36188","G36271","G36430","G36510","G36437","G36421","G36513","G36502","G36472","G36494","G36432","G36493","G36515","G36484","G36485","G36475","G36460","G36456","G36435","G36497","G36521","G36451","G36540","G36433","G36528","G36491","G36429","G36471","G36537","G36542","G36529","G36408","G36523","G36509","G36495","G36506","G36467","G36452","G36420","G36449","G36487","G36536","G36499","G36511","G36527","G36453","G36534","G36462","G36516","G36501","G36505","G36464","G36507","G36476","G36474","G36434","G36535","G36431","G36470","G36436","G36439","G36450","G36473","G36459","G36438","G36522","G36465","G36519","G36461","G36514","G36518","G36496","G36498","G36538","G36457","G36520","G36508","G36490","G36463","G36530","G36488","G36492","G36466","G36525","G36500","G36454","G36486","G36417","G36455","G36517","G36524","G36503","G36423","G36526","G36440","G36541","G36458","G36489","G36512","G36468","G36796","G36824","G36834","G36856","G36797","G36816","G36756","G36799","G36820","G36829","G36766","G36765","G36769","G36764","G36839","G36835","G36762","G36753","G36763","G36854","G36773","G36759","G36819","G36847","G36761","G36760","G36855","G36772","G36771","G36757","G36752","G36837","G36838","G36811","G36823","G35906","G36002","G36029","G36034","G36000","G35996","G36026","G35878","G36020","G36003","G36021","G35892","G35902","G35869","G35876","G36025","G35881","G36037","G35924","G35894","G36001","G35997","G35908","G36028","G35915","G36035","G35874","G35867","G35938","G35923","G36030"
"3211875",142,56,0,1,11,0,0,0,112,2,0,0,229,13,23,382,81,32,160,3,57,173,1,0,29,0,1,4,2,19,45,144,753,443,18,52,26,0,2,0,6,30,0,3,1,3,1,0,0,0,0,0,8,0,0,0,0,0,6,0,3,0,1,3,0,0,0,0,0,0,0,12,0,0,0,48,0,0,0,0,5,4,25,0,3,0,0,0,0,1,15,0,0,1,0,1,0,1,36,50,9,0,28,89,1,0,0,0,0,0,0,0,0,0,0,29,3,22,70,0,0,0,9,0,7,6,0,4,0,0,0,0,0,0,1,0,0,15,0,0,7,0,0,5,0,0,0,6,0,1,0,18,0,136,12,3,110,0,0,0,3,0,14,0,0,23,0,0,0,274,0,0,0,0,0,0,0,46,151,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,190,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,23,0,0,112,0,1,0,0,0,142,0,0,0,0,0,0,0,0,0,0,2,0,0,88,0,0,0,0,0,214,0,1,0,0,1,31,0,0,0,0,0,21,28,1,2,3,0,0,0,68,0,0,0,25,16,0,0,15,0,3,0,20,10,30,0,0,0,0,2,10,0,0,0,0,0,0,31,0,0,0,7,2,0,42,0,0,0,4,1,0,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
"175261",1,3,4,0,2,59,4,12,15,11,13,1,21,5,7,0,0,0,5,0,0,14,12,3,55,4,6,0,0,6,0,2,0,0,0,0,17,0,0,25,48,0,1,0,0,37,0,7,0,26,0,0,0,0,2,12,1,4,4,0,1,0,0,23,0,0,0,0,0,0,0,0,0,2,0,8,3,0,7,1,1,9,6,0,131,0,0,0,0,25,20,0,0,0,0,0,60,0,41,1,65,3,19,8,0,0,3,22,0,0,0,0,0,0,0,49,12,8,33,0,3,4,30,0,1,15,18,0,1,0,0,1,0,65,0,3,0,36,0,29,9,0,0,16,0,0,0,41,0,27,0,12,0,54,18,7,111,0,0,0,0,0,37,0,0,4,0,0,42,0,13,0,3,25,0,0,1,0,3,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35,21,0,0,0,0,1,2,12,0,0,0,0,40,4,11,10,6,0,0,36,0,0,0,0,8,0,0,0,0,19,0,0,0,0,0,0,2,17,0,21,0,0,0,8,0,0,5,0,0,23,0,0,0,0,0,0,4,0,0,0,0,54,9,0,3,0,0,1,27,14,0,2,0,0,4,0,0,116,105,0,0,205,1,31,3,44,92,1,0,0,0,29,0,48,0,3,1,2,0,1,256,1,1,0,2,23,0,0,0,7,0,6,0,0,0,1,0,0,0,2,6,8,82,0,6,0,0,0,0,0,0
"197970",0,41,15,4,9,0,4,59,60,23,0,70,50,30,43,0,0,0,73,0,0,46,18,1,124,39,4,0,0,9,0,0,1,0,0,0,108,0,0,40,59,0,0,0,0,0,13,83,0,8,17,0,0,0,40,2,1,58,0,0,10,1,0,0,0,0,0,0,0,0,0,31,0,31,0,73,14,0,126,0,29,14,85,0,128,1,13,0,0,11,171,0,0,0,0,0,0,0,70,4,0,12,113,0,45,0,0,2,0,0,0,0,0,0,0,1,34,25,27,0,4,0,31,0,34,41,15,16,0,0,0,1,21,7,0,22,0,21,0,33,16,0,0,57,24,0,0,0,0,49,0,7,0,22,21,35,0,0,0,0,84,0,87,0,0,0,0,0,1,0,29,0,30,43,0,0,27,0,9,0,17,0,0,0,0,18,15,0,0,7,5,20,0,0,0,189,8,0,0,0,0,0,75,14,0,37,0,69,62,0,16,13,26,0,14,39,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,81,22,0,77,0,0,43,37,52,0,31,1,0,41,0,0,0,0,0,4,5,0,13,0,0,142,14,0,13,1,0,0,122,27,20,1,6,0,0,142,175,132,236,0,0,350,0,45,4,48,123,0,0,0,0,100,0,307,0,0,1,0,0,23,498,1,0,0,138,35,0,0,0,8,0,89,0,0,0,0,0,0,0,9,32,10,86,0,28,0,0,0,27,0,0
"4390365",0,11,916,666,600,397,30,161,43,3280,6,538,44,1,52,79,89,718,70,375,0,33,375,503,431,169,101,272,0,307,0,41,588,19,0,0,713,0,102,2,56,24,4041,1231,421,147,19,871,287,1359,566,68,652,577,124,807,2811,212,3227,1163,142,2583,724,100,3803,100,1201,0,159,1333,2290,171,196,55,27,8,202,46,347,945,61,436,563,25,525,10,538,606,385,1586,18,85,0,747,0,90,144,318,66,3,575,57,11,572,360,0,20,158,0,1,88,3,252,759,1667,281,9,7,31,1,44,22,13,86,200,44,41,663,9,150,0,875,31,290,351,38,0,22,0,1705,43,395,0,45,27,0,416,125,224,7,239,15,5,140,68,19,522,0,0,1,1330,379,1,752,0,180,0,0,82,801,18,0,3,49,1,0,2533,694,21,0,486,197,1018,2874,0,5134,997,199,0,1807,1212,4322,0,2,1,469,143,279,461,1,1596,0,12365,174,1,1087,481,2085,51,338,51,53,107,1,1,50,0,955,149,1,114,1,0,588,0,95,0,0,18,298,1,4269,229,42,3925,634,357,1,280,354,2369,0,10,368,4764,9,116,1,621,621,60,7052,3,0,2261,820,1501,334,84,0,29,1,848,2995,34,605,599,784,1101,1124,701,5627,62,44,32,1320,414,49,7740,1,1,25,70,967,556,2181,4366,13,256,11,454,6354,961,1690,850,272,26,17,759,913,288,499,377,1517,1,94,0,50,25,0,1614,68,585,2582,51,302,9,12,35,11194,3266,4,0,1117,1108,676,1120
"186624",0,0,6,0,1,0,17,13,0,10,0,14,11,0,0,0,0,0,100,0,0,26,8,5,66,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,1,0,0,4,0,1,0,0,0,3,13,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,47,0,25,0,1,65,0,0,95,6,0,41,0,1,0,0,35,0,13,0,0,0,2,3,0,7,18,0,0,13,17,23,0,0,38,0,0,0,0,0,0,2,34,0,0,13,0,10,3,0,0,22,13,0,19,0,0,15,1,0,0,58,7,0,1,0,3,38,91,0,1,3,0,0,0,3,23,1,11,0,29,0,1,0,0,0,0,8,23,0,0,0,0,65,0,0,0,10,0,0,0,16,0,0,0,13,0,5,0,84,0,0,63,0,52,0,3,37,0,0,1,0,70,6,0,0,0,0,0,37,0,0,15,0,0,8,241,0,62,14,0,6,15,0,0,0,21,0,0,0,53,0,0,0,30,0,0,0,0,23,3,0,0,0,0,56,0,2,0,2,0,0,0,0,0,0,0,14,0,0,0,22,0,0,10,0,0,0,0,1,0,49,45,51,69,77,325,1,1,0,1,1,1,0,2,0,0,28,98,1,147,0,0,0,12,0,25,43,1,0,0,0,146,0,0,0,0,0,0,0,298,0,21,0,0,0,0,12,1,0,0,5,64,0,0,2,0,0,0,0,0,0,3,0
"4366867",0,0,6,0,12,15,0,4,0,1,6,2,9,2,15,0,0,0,0,0,0,0,3,2,36,8,1,0,0,37,0,0,0,0,0,0,13,0,0,3,5,0,3,0,0,41,0,3,0,1,9,0,0,0,2,0,0,30,4,0,18,4,0,19,0,0,0,0,0,0,0,0,0,1,0,2,1,0,25,0,1,7,16,0,8,3,1,0,0,10,1,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,1,0,4,7,0,3,0,0,0,0,0,2,0,4,0,6,0,0,3,1,0,2,3,0,3,2,0,4,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,7,0,0,10,0,4,0,1,0,0,0,3,5,4,0,3,0,0,4,0,59,4,0,0,1,45,61,0,0,0,64,7,0,0,0,0,1,155,8,0,31,0,23,2,0,9,9,0,0,0,4,0,2,0,0,6,0,0,11,0,10,0,0,0,0,0,0,11,12,3,5,0,0,6,6,43,0,2,0,4,7,0,0,46,0,0,47,0,0,6,4,0,0,10,0,1,0,0,3,1,10,2,0,0,0,0,26,9,12,56,1,0,19,25,3,0,9,40,0,0,9,5,5,0,25,0,14,1,0,3,0,34,0,1,0,64,31,0,0,0,1,0,4,0,0,0,0,0,54,0,5,0,1,12,0,10,0,0,2,0,0,0
"175612",0,0,0,0,1,231,1,0,1,1,39,1,0,0,11,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,7,0,15,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,8,0,2,4,3,12,0,1,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,4,0,2,1,0,3,0,1,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18,0,0,0,253,0,30,0,149,53,0,0,1,0,146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,8,0,4,0,9,5,0,0,0,0,1,0,9,0,0,0,0,0,0,2,0,0,0,7,5,0,1,0,1,0,0,0,0,1,0,0,0,0,8,1,5,8,0,0,0,0,0,2,0,0
"175184",0,1,0,0,0,0,0,11,7,1,0,0,0,1,2,0,0,0,1,0,0,3,1,0,14,2,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,3,0,3,0,6,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,3,0,0,4,0,0,0,0,0,0,0,3,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,8,0,0,1,0,5,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,16,0,0,1,0,0,0,7,1,0,0,0,0,0,45,12,27,14,0,0,12,0,8,0,9,18,0,0,0,0,6,0,11,0,0,0,0,0,4,25,0,0,0,6,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,9,0,4,0,0,0,0,0,0
"4454531",12,0,0,0,0,4,1,0,1,146,17,6,0,3,0,3,28,9,32,1,3,0,33,11,1,1,0,9,1,0,1,0,69,6,6,11,0,4,0,0,1,3,159,3,9,1,0,18,35,1,7,0,1,0,2,11,59,15,9,0,28,93,10,5,32,0,10,14,31,0,41,13,3,6,0,0,0,2,0,9,0,0,1,0,0,1,2,21,13,0,0,12,0,0,0,6,38,24,3,0,25,0,0,0,1,48,0,0,0,20,2,4,1,10,21,0,0,0,0,0,0,0,0,3,25,2,1,0,0,8,11,18,0,1,7,6,0,0,5,154,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,5,20,175,153,3,1,0,26,15,0,0,32,0,2,7,25,2,0,4,0,79,0,0,15,0,1,142,11,31,11,2,28,43,2,0,0,97,0,34,12,1,19,97,19,51,0,0,6,17,1,22,0,2,0,0,0,0,25,15,0,6,0,48,2,2,54,83,5,1,1,0,38,0,24,9,1,5,0,3,0,0,24,28,0,5,0,1,1,69,0,19,2,0,1,0,2,0,0,0,0,103,0,0,3,0,12,2,130,0,1,5,81,28,25,82,124,0,0,17,39,13,2,27,2,0,2,2,4,18,50,27,0,0,11,55,54,14,18,22,37,3,8,25,20,4,9,12,4,0,0,0,0,0,6,9,0,12,113,0,5,17,1,1,33,10,0,0,76,88,134,127
"198422",0,0,0,0,23,5,8,2,0,38,5,60,0,7,69,0,0,0,0,0,0,0,0,17,0,13,4,0,0,0,0,0,0,0,0,0,6,0,0,9,27,0,0,0,0,1,5,81,0,1,0,0,0,0,3,47,0,84,0,0,9,1,1,72,0,0,0,0,0,0,0,1,0,86,0,17,13,3,197,0,15,2,33,0,135,2,0,0,0,1,0,0,1,0,0,0,4,0,1,11,0,21,0,8,0,0,10,53,0,0,1,0,0,0,1,17,0,4,16,0,17,4,0,0,11,0,3,0,8,0,1,0,2,7,1,0,0,0,0,21,26,0,0,0,0,0,0,0,0,0,0,10,1,36,0,22,0,0,0,0,2,1,0,0,0,0,2,0,2,0,3,0,2,1,7,3,0,0,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,3,4,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17,4,0,0,0,0,1,0,0,0,22,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,20,1,0,0,2,0,0,1,0,0,0,1,0,4,6,0,0,62,0,17,6,127,15,0,0,0,0,3,0,109,0,0,0,0,0,3,34,1,0,0,93,48,0,0,0,15,0,2,0,0,0,0,0,0,0,29,26,33,30,0,1,0,0,0,24,0,0
"4448492",31,851,877,660,79,0,1,246,493,7,147,227,823,0,150,304,859,0,1004,0,0,440,189,0,377,523,219,0,0,120,0,141,880,213,16,0,320,0,0,165,977,0,0,0,1,2,26,45,0,2,0,0,0,0,459,6,1,479,0,0,4,0,0,212,0,0,1,0,0,0,0,341,0,0,0,121,25,0,747,0,84,514,404,0,295,7,0,0,0,397,79,0,0,0,0,0,0,1,323,64,0,556,48,0,0,0,0,0,0,0,0,0,0,0,0,2,94,87,31,0,43,0,63,0,226,66,0,228,0,0,0,8,76,48,0,80,0,187,3,1,213,2,0,117,15,0,0,2,2,140,0,39,1,525,226,2,0,0,0,0,0,0,427,0,0,126,0,0,441,358,1,0,1,5,0,0,205,395,213,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,959,140,0,0,0,0,0,1,889,1,3,0,0,361,0,220,646,298,0,496,477,0,0,0,520,196,0,0,1,10,339,0,0,0,0,0,0,0,241,0,812,0,0,593,678,0,0,1,399,0,421,0,0,0,0,1,3,366,0,39,466,105,1004,249,0,365,0,0,0,604,748,0,0,0,0,0,2,0,126,11,2,0,2118,0,594,83,10,1,0,1,1,0,365,0,178,0,2,0,0,0,0,110,5,1,0,286,37,0,0,0,196,0,208,0,0,0,0,7,0,0,0,75,82,104,0,0,2,0,0,202,0,0
"730906",0,0,0,0,0,0,0,1,0,35,0,63,1,6,23,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,33,0,0,0,76,0,0,0,0,4,0,9,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,130,0,0,0,156,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,36,0,0,4,25,0,9,0,0,14,0,0,0,0,0,0,0,15,4,2,0,0,1,1,4,0,37,12,2,0,0,0,0,0,0,18,0,0,0,17,0,3,5,0,0,10,1,0,0,0,0,17,0,0,0,19,6,3,0,0,0,0,0,0,29,0,0,2,0,0,2,2,40,0,5,2,0,0,1,5,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,211,10,0,0,0,0,1,0,0,0,47,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,2,0,0
"1740283",3,3,30,0,2,0,14,12,0,35,6,70,22,2,2,0,0,0,167,0,0,69,8,12,98,0,0,0,0,15,1,1,0,0,0,0,1,0,0,55,52,0,0,3,0,10,0,0,4,0,0,0,0,0,17,51,96,0,0,0,0,2,1,1,0,0,0,0,0,0,0,5,11,133,0,57,0,5,254,0,0,142,23,0,118,0,0,0,0,40,0,25,0,0,0,14,2,0,16,40,0,5,17,55,53,0,0,78,0,0,0,0,0,0,5,84,0,6,11,0,35,7,6,1,45,61,1,30,2,0,41,0,0,4,80,14,0,6,0,9,65,205,0,5,1,0,0,3,5,39,1,17,1,71,8,11,1,0,0,1,5,44,0,0,0,0,135,0,0,1,7,0,4,0,42,0,0,0,18,0,17,0,112,0,0,101,0,78,0,13,55,3,0,1,0,98,1,0,1,0,0,0,39,1,0,19,0,0,11,352,4,136,27,0,7,35,0,0,1,69,0,0,0,70,0,0,0,33,0,0,0,1,79,0,1,1,0,1,71,0,6,0,21,0,0,6,0,0,0,0,25,4,2,0,54,0,0,23,2,0,0,0,0,0,71,76,93,166,133,571,0,1,0,2,3,1,0,6,0,3,60,234,7,260,0,1,0,49,0,120,91,5,0,0,0,227,4,0,2,0,0,0,0,715,0,29,0,1,0,0,23,1,0,0,10,166,0,0,6,0,3,0,0,0,0,9,0
"172777",0,0,74,27,7,5,0,22,2,16,3,20,1,52,11,0,0,3,7,56,0,8,4,38,9,10,0,41,0,14,0,0,0,0,0,0,6,0,0,3,19,0,8,60,54,6,0,10,0,1,0,32,35,241,8,1,2,0,88,186,4,12,88,26,112,1,24,3,3,243,3,1,1,2,7,4,0,2,9,29,1,186,2,0,21,2,0,102,1,42,57,1,83,13,107,0,42,0,0,26,0,20,2,42,4,0,2,13,0,0,0,0,0,0,47,60,0,1,12,82,8,4,0,0,1,0,7,12,27,0,5,0,3,43,3,0,0,0,2,81,3,0,119,0,1,108,4,4,0,2,19,13,3,44,0,1,0,0,182,108,10,15,0,2,74,18,0,28,1,51,0,3,0,0,0,0,26,15,45,0,0,1,21,6,2,40,0,14,47,7,35,53,0,6,141,0,1,19,6,54,2,0,73,0,197,30,6,35,16,4,0,0,53,91,61,78,12,20,1,72,18,2,4,60,39,16,4,69,0,39,66,17,0,0,13,75,0,81,0,105,78,0,0,13,25,0,1,0,68,34,1,74,0,0,20,10,102,122,1,42,38,2,92,10,10,100,0,138,0,80,0,226,124,99,139,4,11,146,103,90,2,63,134,58,6,189,185,21,2,112,103,191,5,0,6,0,116,0,19,2,10,0,9,26,40,4,91,12,1,0,25,48,4,4,5,0,0,1,17,2,122,27,0,43,0,113,9
"355975",0,0,0,0,5,0,0,14,0,2,0,38,0,0,11,0,0,0,0,0,0,0,41,0,0,0,5,0,0,4,0,0,0,0,0,0,28,0,0,6,22,0,0,25,0,1,8,2,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,0,17,0,0,0,6,0,0,15,0,7,0,42,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,8,0,27,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,4,27,0,0,0,0,0,48,0,46,0,47,50,0,49,0,7,2,0,47,0,0,0,0,13,0,0,0,0,84,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,46,0,0
"189920",0,9,32,13,377,103,11,641,33,2,48,294,63,678,500,0,0,1,125,2,0,147,162,1,671,258,21,6,0,763,0,0,0,0,0,0,134,0,2,144,1020,0,395,11,3,44,2,255,5,0,0,1,0,1,245,0,53,9,55,1,135,238,2,837,41,31,0,67,211,0,76,40,22,55,0,257,0,19,169,2,44,14,30,0,583,38,0,9,25,1,1464,34,0,0,1,2,1,0,44,0,3,0,12,66,247,0,0,0,1,1,5,0,0,0,4,54,1,14,1,0,1,0,1,1,1,2,0,555,0,3,0,5,102,3,83,3,0,10,6,9,2,2,0,1,8,0,46,7,1,10,124,2,0,78,16,7,3,0,1,7,352,0,2,2,1,50,0,1,0,206,0,67,0,0,0,0,145,90,38,90,0,8,429,3,38,9,0,94,276,12,68,23,0,11,4,0,1,126,226,31,31,0,48,0,3,24,138,93,31,121,0,0,172,1,199,154,151,2,56,187,13,35,117,202,198,13,48,292,2,89,2,587,0,0,9,251,12,2,0,515,200,0,0,47,27,0,16,0,63,157,31,216,0,0,4,52,44,520,1,0,127,11,10,253,276,13,1,4,2,227,14,9,10,44,23,83,278,33,3,13,87,16,23,64,194,5,19,806,12,29,5,9,150,1,298,0,73,0,163,11,39,16,92,58,98,0,136,269,3,0,22,842,108,132,0,3,0,0,6,47,29,23,0,1504,0,8,466
"798581",0,1,98,0,0,0,0,185,0,0,0,68,1,7,197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,6,118,0,290,1,2,0,0,0,0,0,0,69,0,0,1,1,0,4,0,1,165,0,0,0,0,19,0,1,0,0,2,0,103,0,0,110,0,1,107,1,0,107,0,0,0,0,306,73,0,1,0,0,0,0,2,149,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,1,0,56,0,1,0,1,2,0,0,8,0,1,0,0,2,2,0,7,102,0,0,2,3,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,128,0,0,41,57,4,0,5,66,1,0,0,69,116,0,0,0,0,8,0,777,0,0,0,124,125,45,0,0,0,22,96,1,0,1,0,0,529,57,0,37,27,118,29,0,54,31,1,1,0,129,1,51,0,0,63,0,0,0,0,66,0,0,0,0,0,2,2,234,10,61,0,0,41,215,44,0,22,39,16,23,0,0,34,0,0,751,7,0,37,122,0,1,43,0,133,0,0,1,291,222,1,430,1,312,0,2,90,312,861,101,0,263,1,172,25,135,759,85,43,3,0,459,1,202,445,0,1,0,0,0,258,1,0,0,0,0,0,9,0,48,0,9,0,1,0,14,1,0,17,1,0,0,281,0,0,0,0,0,0,135,192
"193672",0,242,0,1,84,83,201,10,89,25,1,65,189,4,134,0,174,0,263,0,0,324,132,0,140,457,29,0,0,11,0,10,117,19,612,0,9,0,0,0,87,100,12,26,0,536,19,211,8,324,3,0,0,0,29,148,657,241,0,0,102,187,0,58,0,8,0,0,36,0,779,23,26,530,0,2,30,582,15,0,531,4,162,0,49,9,14,0,16,22,4,20,0,8,0,0,33,0,5,169,11,76,86,5,8,2,3,617,0,0,912,0,818,0,85,41,39,0,27,0,130,49,35,3,58,2,2,5,93,1,238,60,239,813,3,9,0,136,262,443,72,500,0,50,6,0,0,0,20,110,0,43,36,0,3,2,2,0,14,14,0,313,5,0,27,0,62,0,85,6,211,0,299,165,511,88,0,9,3,0,44,0,37,11,0,385,118,0,0,88,81,54,0,0,11,76,133,0,3,0,0,1,72,5,0,23,142,9,6,406,58,118,0,51,0,49,0,66,0,0,209,0,0,0,0,187,0,0,0,5,0,0,411,57,45,4,0,0,26,5,29,0,9,39,28,41,0,296,7,0,386,518,156,0,26,57,24,0,9,0,50,3,14,144,285,0,1,147,10,222,41,38,12,0,181,46,18,338,51,27,38,158,18,55,40,64,25,7,0,22,55,24,6,5,31,0,3,0,1,0,2,384,277,14,0,236,0,23,0,0,1,0,109,145,129,217,1237,1451,84,1,40,0,0,163,1955,80,351
"3275562",0,78,1,2,33,0,0,167,57,7,0,5,127,352,20,6,0,0,296,0,0,738,14,704,957,0,0,0,0,2,4,1702,9146,0,0,0,3,0,0,123,11,0,0,18,0,11,0,0,1,0,0,0,0,0,0,12,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,3182,0,1,10,0,1,11,10,0,52,0,0,0,0,29,7,0,0,0,0,0,2,0,2501,6,4,13,661,0,8482,0,0,1,1,0,0,0,0,1,7,2,1184,35,2,1,2,1,40,0,3,384,0,5635,7,9,1,3,0,3,177,1082,0,99,0,0,25,10,0,1646,826,0,0,0,1,3781,0,6,8,5943,539,34,0,1,0,1,2968,0,168,0,0,1,0,0,216,0,32,0,520,163,0,0,0,0,3634,0,0,0,1,2,0,1918,0,245,0,0,132,135,0,2,0,0,15,0,0,0,0,0,23,237,0,1009,0,0,1469,2,119,369,1,1,1,1929,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1556,533,0,207,0,0,0,0,94,0,2662,0,1,501,0,0,0,0,0,2,90,0,2622,0,0,1,11,0,2764,18,0,472,1050,1,2,1,2,3,4573,3,120,83,888,0,458,172,1,351,128,44,221,0,0,1,2,56,4,62,1,1,1,1,526,0,95,2,0,0,0,0,0,0,1,4,0,21,0,0,0,2,328,0,0,13,0,1,38,0,7,3,0,0,0,0,0
